location	development_rank	ir_province_rank	total_pop	weighted_pop	civilization_value	road_degree	building_levels	is_port	raw_score	mapped_target
singhi	rural_settlement	settlement	4.000	3.400	23.000	0	0.000	0	9.314	-3.000
singidunum	rural_settlement	settlement	5.000	6.400	11.000	0	0.000	0	11.178	-3.000
sinispora	rural_settlement	settlement	5.000	5.400	16.000	0	0.000	0	10.773	-3.000
sinkat	rural_settlement	settlement	6.000	5.000	10.000	0	0.000	0	10.017	-3.000
sinomagus	rural_settlement	settlement	5.000	6.000	11.000	0	0.000	0	10.889	-3.000
sinope	town	city	9.000	17.200	26.000	0	1.000	1	20.155	3.000
sinoria	town	city	4.000	6.000	21.000	0	0.000	0	13.089	-7.000
siparantum	rural_settlement	settlement	3.000	5.200	8.000	0	0.000	0	10.048	-3.000
siphare	rural_settlement	settlement	3.000	4.400	18.000	0	0.000	0	10.029	-3.000
siphnos	rural_settlement	settlement	3.000	3.800	19.000	0	0.000	0	9.487	-3.000
siphrios	rural_settlement	settlement	4.000	4.600	31.000	2	0.000	0	12.337	-3.000
sipia	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
sipia_occidentalis	rural_settlement	settlement	4.000	4.200	9.000	0	0.000	0	9.203	-3.000
sippar	city	city	9.000	12.200	33.000	2	0.000	0	18.436	-1.000
siqdit	rural_settlement	settlement	5.000	5.400	29.000	0	0.000	0	11.683	-3.000
siraganon	rural_settlement	settlement	4.000	3.400	19.000	0	0.000	0	9.034	-3.000
sirake	rural_settlement	settlement	2.000	1.600	21.000	0	0.000	0	6.439	-8.000
sirdis	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
siris	rural_settlement	settlement	11.000	16.800	11.000	0	0.000	0	15.742	-3.000
sirmium	rural_settlement	settlement	6.000	6.800	9.000	0	0.000	0	11.311	-3.000
sirra	rural_settlement	settlement	10.000	11.800	26.000	0	0.000	0	15.077	-3.000
sirsa	rural_settlement	settlement	16.000	16.800	26.000	0	0.000	0	16.792	-3.000
sirwa	town	city	13.000	21.000	20.000	0	0.000	0	18.973	1.000
sirynx	rural_settlement	settlement	9.000	13.600	20.000	2	0.000	0	16.550	-3.000
sisakan_inferior	rural_settlement	settlement	3.000	3.600	18.000	0	0.000	0	9.195	-3.000
sisalikko	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
sisciacum	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
sisidona	rural_settlement	settlement	5.000	6.800	28.000	0	0.000	0	12.641	-3.000
siskary	rural_settlement	settlement	3.000	2.400	0.000	0	0.000	0	6.364	-8.000
sisupalgarh	town	city	7.000	10.800	25.000	0	0.000	0	16.084	-3.000
sita	rural_settlement	settlement	5.000	5.600	26.000	0	0.000	0	11.633	-3.000
sitai	rural_settlement	settlement	4.000	5.400	31.000	0	0.000	0	11.823	-3.000
sitapur	town	city	20.000	29.000	29.000	0	0.000	0	21.216	5.000
sitha	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
sitifis	rural_settlement	settlement	5.000	6.800	21.000	0	0.000	0	12.151	-3.000
sitilia	rural_settlement	settlement	5.000	5.000	14.000	0	0.000	0	10.297	-3.000
sitra	rural_settlement	settlement	4.000	5.200	28.000	0	0.000	0	11.448	-3.000
sitya	rural_settlement	settlement	5.000	4.400	0.000	0	0.000	0	8.769	-3.000
siva	rural_settlement	settlement	6.000	6.800	29.000	0	0.000	0	12.711	-3.000
skandis	rural_settlement	settlement	6.000	7.600	16.000	0	0.000	0	12.309	-3.000
skaphe	rural_settlement	settlement	4.000	4.800	33.000	0	0.000	0	11.451	-3.000
skardo	rural_settlement	settlement	2.000	1.600	6.000	0	0.000	0	5.389	-8.000
skardon	rural_settlement	settlement	3.000	4.400	10.000	0	0.000	0	9.469	-3.000
skarin	rural_settlement	settlement	3.000	5.000	1.000	0	0.000	0	9.387	-3.000
skatar	rural_settlement	settlement	6.000	5.200	2.000	0	0.000	0	9.628	-3.000
skepsis	rural_settlement	settlement	5.000	7.200	18.000	0	0.000	0	12.201	-3.000
skodra	rural_settlement	settlement	6.000	5.800	18.000	0	0.000	0	11.228	-3.000
skoura	rural_settlement	settlement	3.000	2.600	3.000	0	0.000	0	6.871	-8.000
skula	rural_settlement	settlement	2.000	2.600	5.000	0	0.000	0	7.011	-8.000
skurtisk	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
skyamina	rural_settlement	settlement	6.000	8.000	26.000	2	0.000	0	14.454	-3.000
skyros	rural_settlement	settlement	5.000	8.000	24.000	0	1.000	1	14.853	-3.000
slimane	rural_settlement	settlement	2.000	1.600	3.000	0	0.000	0	5.179	-8.000
slot	rural_settlement	settlement	4.000	3.400	7.000	0	0.000	0	8.194	-3.000
sluch	rural_settlement	settlement	4.000	3.600	7.000	0	0.000	0	8.425	-3.000
slutsk	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
smarhon	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
smyrna	town	city	9.000	14.000	29.000	3	1.000	1	20.884	4.000
smyrnophoros_chora	rural_settlement	settlement	7.000	11.800	18.000	0	0.000	0	14.517	-3.000
snezhet	rural_settlement	settlement	4.000	3.400	7.000	0	0.000	0	8.194	-3.000
sniardwy	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
snov	rural_settlement	settlement	2.000	1.600	7.000	0	0.000	0	5.459	-8.000
soaka	rural_settlement	settlement	3.000	3.400	18.000	0	0.000	0	8.964	-3.000
soanda	rural_settlement	settlement	6.000	7.800	20.000	2	0.000	0	13.917	-3.000
soandos	rural_settlement	settlement	4.000	6.800	16.000	3	0.000	0	13.326	-3.000
soatra	rural_settlement	settlement	4.000	5.400	26.000	2	0.000	0	12.681	-3.000
soba	rural_settlement	settlement	4.000	5.400	25.000	0	0.000	0	11.403	-3.000
sobata	rural_settlement	settlement	4.000	4.600	20.000	0	0.000	0	10.358	-3.000
socna	rural_settlement	settlement	4.000	3.400	10.000	0	0.000	0	8.404	-3.000
sodal	rural_settlement	settlement	18.000	23.800	36.000	0	0.000	0	19.216	-3.000
sodari	rural_settlement	settlement	4.000	3.200	8.000	0	0.000	0	8.022	-3.000
soe	rural_settlement	settlement	5.000	4.400	0.000	0	0.000	0	8.769	-3.000
sofyan	rural_settlement	settlement	4.000	3.200	7.000	0	0.000	0	7.952	-3.000
sokkul	rural_settlement	settlement	6.000	7.200	8.000	0	0.000	0	11.501	-3.000
soleb	rural_settlement	settlement	4.000	5.200	20.000	0	0.000	0	10.888	-3.000
solia	rural_settlement	settlement	7.000	8.400	11.000	0	0.000	0	12.422	-3.000
solicia	rural_settlement	settlement	6.000	7.400	9.000	0	0.000	0	11.697	-3.000
solicia_carpetania	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
solitarium	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
soloi_0	rural_settlement	settlement	5.000	8.600	24.000	0	0.000	0	13.441	-3.000
soloi_1	town	city	10.000	12.000	24.000	0	1.000	1	18.265	0.000
soloke	rural_settlement	settlement	8.000	9.000	31.000	2	0.000	0	15.352	-3.000
solorbes	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
soluntum	town	city	9.000	16.600	29.000	0	0.000	0	18.443	0.000
solyots	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
soma	rural_settlement	settlement	1.000	0.800	6.000	0	0.000	0	3.476	-8.000
sonista	rural_settlement	settlement	6.000	6.000	11.000	0	0.000	0	10.889	-3.000
sonitapur	rural_settlement	settlement	9.000	11.200	9.000	0	0.000	0	13.637	-3.000
sonnolagi	rural_settlement	settlement	10.000	17.200	11.000	0	0.000	0	15.857	-3.000
sonprastha	rural_settlement	settlement	16.000	20.800	28.000	0	0.000	0	17.986	-3.000
soodak	rural_settlement	settlement	6.000	10.000	5.000	0	0.000	0	12.819	-3.000
sopattinam	town	city	33.000	53.000	24.000	0	0.000	0	23.923	8.000
sopha	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
sophine	rural_settlement	settlement	2.000	2.800	0.000	0	0.000	0	6.942	-8.000
sopianae	rural_settlement	settlement	7.000	8.800	11.000	0	0.000	0	12.638	-3.000
soreyya	rural_settlement	settlement	8.000	13.200	28.000	2	0.000	0	16.965	-3.000
sornus	rural_settlement	settlement	7.000	7.800	12.000	0	0.000	0	12.149	-3.000
sorviodunum	rural_settlement	settlement	6.000	6.200	13.000	0	0.000	0	11.175	-3.000
sorviodurum	rural_settlement	settlement	4.000	4.200	11.000	0	0.000	0	9.343	-3.000
soso	rural_settlement	settlement	3.000	3.400	6.000	0	0.000	0	8.124	-3.000
sostra	rural_settlement	settlement	7.000	9.400	8.000	0	0.000	0	12.737	-3.000
sostrate	rural_settlement	settlement	7.000	11.400	31.000	0	0.000	0	15.262	-3.000
soteira	rural_settlement	settlement	6.000	10.400	29.000	0	0.000	0	14.685	-3.000
sotthavati	rural_settlement	settlement	6.000	7.000	24.000	0	0.000	0	12.493	-3.000
sottika	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
souannagoura	rural_settlement	settlement	5.000	7.000	26.000	0	0.000	0	12.633	-3.000
soura	town	city	6.000	5.800	28.000	2	0.000	0	14.636	-4.000
southeast_arran	rural_settlement	settlement	2.000	1.800	5.000	0	0.000	0	5.704	-8.000
southwest_arran	rural_settlement	settlement	2.000	1.600	3.000	0	0.000	0	5.179	-8.000
soxetra	rural_settlement	settlement	4.000	5.400	17.000	0	0.000	0	10.843	-3.000
spadonium	rural_settlement	settlement	4.000	4.200	9.000	0	0.000	0	9.203	-3.000
spandaran	rural_settlement	settlement	5.000	5.200	19.000	0	0.000	0	10.818	-3.000
spaneta	rural_settlement	settlement	3.000	2.600	11.000	0	0.000	0	7.431	-8.000
sparata	rural_settlement	settlement	6.000	9.000	18.000	0	0.000	0	13.233	-3.000
sparga	rural_settlement	settlement	5.000	7.800	5.000	0	0.000	0	11.659	-3.000
sparta	city	city	25.000	48.800	37.000	0	0.000	0	24.412	8.000
sper	rural_settlement	settlement	5.000	7.800	18.000	0	0.000	0	12.569	-3.000
spina	rural_settlement	settlement	6.000	7.600	7.000	0	1.000	1	13.427	-3.000
spinopara	rural_settlement	settlement	3.000	2.400	13.000	0	0.000	0	7.274	-8.000
splonum	rural_settlement	settlement	3.000	3.400	6.000	0	0.000	0	8.124	-3.000
sravasti	rural_settlement	settlement	8.000	12.800	24.000	0	0.000	0	15.328	-3.000
sri_ksetra	rural_settlement	settlement	9.000	11.600	11.000	0	0.000	0	13.945	-3.000
srihatta	town	city	10.000	14.600	13.000	0	0.000	0	16.696	-2.000
srimalla	rural_settlement	settlement	14.000	19.200	24.000	0	0.000	0	17.310	-3.000
sringivera	rural_settlement	settlement	15.000	17.000	28.000	0	0.000	0	16.990	-3.000
sriparvata	rural_settlement	settlement	12.000	14.200	9.000	0	0.000	0	14.781	-3.000
sripatha	town	city	42.000	63.800	29.000	0	0.000	0	25.221	10.000
sripratava	rural_settlement	settlement	9.000	12.000	11.000	0	0.000	0	14.108	-3.000
sripur	rural_settlement	settlement	9.000	9.600	8.000	0	0.000	0	12.836	-3.000
sripura	rural_settlement	settlement	9.000	13.400	10.000	0	0.000	0	14.570	-3.000
sriringapatna	rural_settlement	settlement	12.000	18.800	8.000	0	0.000	0	16.086	-3.000
srisailam	rural_settlement	settlement	12.000	17.200	9.000	0	0.000	0	15.717	-3.000
srnguri	rural_settlement	settlement	5.000	8.400	9.000	0	0.000	0	12.282	-3.000
stabaei	rural_settlement	settlement	4.000	5.000	28.000	0	0.000	0	11.277	-3.000
stana	rural_settlement	settlement	2.000	1.800	5.000	0	0.000	0	5.704	-8.000
stanacum	rural_settlement	settlement	5.000	6.200	11.000	0	0.000	0	11.035	-3.000
stanecli	rural_settlement	settlement	3.000	3.400	8.000	0	0.000	0	8.264	-3.000
starorzecze	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
stat	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
statio_maiensis	rural_settlement	settlement	6.000	8.600	7.000	0	0.000	0	12.251	-3.000
staturnae	rural_settlement	settlement	9.000	12.600	9.000	0	0.000	0	14.202	-3.000
stephane	rural_settlement	settlement	4.000	6.000	18.000	0	0.000	0	11.379	-3.000
stepna	rural_settlement	settlement	4.000	3.400	8.000	0	0.000	0	8.264	-3.000
stetta	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
sthanishvara	city	city	46.000	71.800	35.000	2	0.000	0	27.455	14.000
sthura	rural_settlement	settlement	4.000	6.400	2.000	0	0.000	0	10.548	-3.000
still	rural_settlement	settlement	1.000	0.800	5.000	0	0.000	0	3.406	-8.000
stobi	town	city	8.000	14.600	23.000	0	0.000	0	17.396	-1.000
stomatas	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
storgosia	rural_settlement	settlement	4.000	5.200	8.000	0	0.000	0	10.048	-3.000
stragona	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
stragona_buria	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
stratonikeia	rural_settlement	settlement	6.000	9.400	24.000	0	0.000	0	13.857	-3.000
stratonos_pyrgos	rural_settlement	settlement	3.000	4.400	26.000	2	0.000	0	11.798	-3.000
stratos	town	city	12.000	22.200	31.000	0	0.000	0	20.020	3.000
stravianis	rural_settlement	settlement	6.000	7.200	9.000	0	0.000	0	11.571	-3.000
strevinta	rural_settlement	settlement	4.000	4.800	0.000	0	0.000	0	9.141	-3.000
strobilos	rural_settlement	settlement	6.000	9.600	24.000	2	0.000	0	15.165	-3.000
stuberra	rural_settlement	settlement	10.000	14.800	24.000	0	0.000	0	16.032	-3.000
sturi	rural_settlement	settlement	2.000	1.600	6.000	0	0.000	0	5.389	-8.000
stylacium	rural_settlement	settlement	10.000	13.400	9.000	0	0.000	0	14.500	-3.000
stymphalos	rural_settlement	settlement	8.000	14.800	22.000	0	0.000	0	15.892	-3.000
styr	rural_settlement	settlement	4.000	3.600	7.000	0	0.000	0	8.425	-3.000
styra	rural_settlement	settlement	4.000	7.000	24.000	0	0.000	0	12.493	-3.000
suardonia	rural_settlement	settlement	5.000	6.600	5.000	0	0.000	0	10.896	-3.000
subaykhah	rural_settlement	settlement	1.000	0.800	5.000	0	0.000	0	3.406	-8.000
sublavione	rural_settlement	settlement	10.000	14.000	7.000	0	0.000	0	14.572	-3.000
subur	rural_settlement	settlement	5.000	5.000	10.000	0	0.000	0	10.017	-3.000
subututtu	rural_settlement	settlement	3.000	2.600	10.000	0	0.000	0	7.361	-8.000
subzuaritanum	rural_settlement	settlement	3.000	4.000	21.000	0	0.000	0	9.839	-3.000
sucia	rural_settlement	settlement	8.000	10.400	19.000	0	0.000	0	13.985	-3.000
sucro	rural_settlement	settlement	6.000	5.800	10.000	0	0.000	0	10.668	-3.000
sudetia	rural_settlement	settlement	2.000	1.800	0.000	0	0.000	0	5.354	-8.000
sudetiana	rural_settlement	settlement	4.000	5.200	0.000	0	0.000	0	9.488	-3.000
sudetica_planus	rural_settlement	settlement	4.000	4.200	0.000	0	0.000	0	8.573	-3.000
sudinoia	rural_settlement	settlement	3.000	2.400	3.000	0	0.000	0	6.574	-8.000
sudinoia_borealis	rural_settlement	settlement	2.000	1.600	3.000	0	0.000	0	5.179	-8.000
sudionoia_australis	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
sudionoia_orientalis	rural_settlement	settlement	3.000	2.600	0.000	0	0.000	0	6.661	-8.000
sudist	rural_settlement	settlement	4.000	3.200	7.000	0	0.000	0	7.952	-3.000
suel	rural_settlement	settlement	5.000	5.400	17.000	0	0.000	0	10.843	-3.000
suevia_maior	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
suevia_minor	rural_settlement	settlement	4.000	4.400	0.000	0	0.000	0	8.769	-3.000
sufar	rural_settlement	settlement	2.000	1.600	7.000	0	0.000	0	5.459	-8.000
sufasar	rural_settlement	settlement	2.000	1.600	8.000	0	0.000	0	5.529	-8.000
sufes	rural_settlement	settlement	4.000	6.200	19.000	0	0.000	0	11.595	-3.000
sufetula	rural_settlement	settlement	7.000	10.000	19.000	0	0.000	0	13.799	-3.000
sugauna	rural_settlement	settlement	5.000	4.600	8.000	0	0.000	0	9.518	-3.000
suhma	rural_settlement	settlement	7.000	9.600	10.000	0	0.000	0	12.976	-3.000
sukah	rural_settlement	settlement	18.000	28.000	38.000	0	0.000	0	20.170	-3.000
sukhonosivka	rural_settlement	settlement	6.000	5.000	12.000	0	0.000	0	10.157	-3.000
sukkari	rural_settlement	settlement	3.000	2.800	29.000	0	0.000	0	8.972	-3.000
suktimati	rural_settlement	settlement	7.000	8.600	24.000	0	0.000	0	13.441	-3.000
suktivati	rural_settlement	settlement	8.000	8.200	24.000	0	0.000	0	13.220	-3.000
sula	rural_settlement	settlement	4.000	3.600	7.000	0	0.000	0	8.425	-3.000
sulayyil	rural_settlement	settlement	4.000	3.200	6.000	0	0.000	0	7.882	-3.000
sulcis	city	city	11.000	20.000	34.000	0	1.000	1	21.459	4.000
sulis	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
sulki_tyrsen	rural_settlement	settlement	8.000	13.400	24.000	0	0.000	0	15.550	-3.000
sulnis	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
sumaka	rural_settlement	settlement	4.000	4.800	33.000	0	0.000	0	11.451	-3.000
sumelocenna	rural_settlement	settlement	5.000	5.000	9.000	0	0.000	0	9.947	-3.000
sumita	rural_settlement	settlement	4.000	6.000	18.000	0	0.000	0	11.379	-3.000
summarum	rural_settlement	settlement	8.000	14.800	20.000	0	0.000	0	15.752	-3.000
summuntorium	rural_settlement	settlement	4.000	5.000	11.000	0	0.000	0	10.087	-3.000
summus_lacus	rural_settlement	settlement	6.000	8.400	7.000	0	0.000	0	12.142	-3.000
sumsumaragiri	town	city	15.000	21.600	13.000	2	0.000	0	19.832	3.000
suna	rural_settlement	settlement	5.000	4.200	3.000	0	0.000	0	8.783	-3.000
sunam	rural_settlement	settlement	11.000	15.800	24.000	2	0.000	0	17.560	-3.000
supaul	rural_settlement	settlement	6.000	7.200	10.000	0	0.000	0	11.641	-3.000
suphtha	rural_settlement	settlement	8.000	14.400	18.000	2	0.000	0	16.687	-3.000
supima	rural_settlement	settlement	4.000	4.600	8.000	0	0.000	0	9.518	-3.000
supiyi	rural_settlement	settlement	2.000	1.800	6.000	0	0.000	0	5.774	-8.000
sura	rural_settlement	settlement	4.000	3.600	23.000	0	0.000	0	9.545	-3.000
surada	rural_settlement	settlement	7.000	12.000	18.000	0	0.000	0	14.598	-3.000
surat	rural_settlement	settlement	11.000	16.400	20.000	0	1.000	1	18.001	-3.000
suravan	rural_settlement	settlement	16.000	23.800	29.000	2	0.000	0	19.935	-3.000
surayj	rural_settlement	settlement	4.000	3.400	8.000	0	0.000	0	8.264	-3.000
surayriyah	rural_settlement	settlement	5.000	5.200	15.000	0	0.000	0	10.538	-3.000
surenapati	rural_settlement	settlement	5.000	5.200	21.000	0	0.000	0	10.958	-3.000
surgi	rural_settlement	settlement	1.000	0.800	5.000	0	0.000	0	3.406	-8.000
suriba	rural_settlement	settlement	6.000	5.200	10.000	0	0.000	0	10.188	-3.000
surium	rural_settlement	settlement	5.000	6.800	20.000	0	0.000	0	12.081	-3.000
surkhab	rural_settlement	settlement	9.000	14.400	18.000	0	0.000	0	15.479	-3.000
surparaka	town	city	15.000	18.400	23.000	0	1.000	1	20.277	3.000
susidaea	rural_settlement	settlement	2.000	1.600	0.000	0	0.000	0	4.969	-8.000
susidata	rural_settlement	settlement	1.000	0.800	3.000	0	0.000	0	3.266	-8.000
suthrander	rural_settlement	settlement	2.000	3.400	3.000	0	0.000	0	7.914	-3.000
suuqsade	rural_settlement	settlement	7.000	9.000	17.000	0	0.000	0	13.163	-3.000
suurima	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
suv	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
suvarnagiri	rural_settlement	settlement	11.000	11.400	9.000	0	0.000	0	13.722	-3.000
suvarnapura	rural_settlement	settlement	9.000	14.400	8.000	0	0.000	0	14.779	-3.000
suvarngiri	rural_settlement	settlement	10.000	11.400	23.000	0	0.000	0	14.702	-3.000
suwayq	rural_settlement	settlement	7.000	9.200	10.000	0	1.000	1	14.524	-3.000
suwaytiyah	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
suyab	rural_settlement	settlement	9.000	7.600	16.000	0	0.000	0	12.309	-3.000
suyindik	rural_settlement	settlement	3.000	2.400	6.000	0	0.000	0	6.784	-8.000
suyktobe	rural_settlement	settlement	2.000	1.600	6.000	0	0.000	0	5.389	-8.000
svabhra	rural_settlement	settlement	8.000	9.600	28.000	0	0.000	0	14.236	-3.000
svimraros	rural_settlement	settlement	3.000	2.400	5.000	0	0.000	0	6.714	-8.000
svirkos	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
swo	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
syalite	rural_settlement	settlement	2.000	3.200	0.000	0	0.000	0	7.462	-8.000
syarazur	rural_settlement	settlement	3.000	2.600	29.000	0	0.000	0	8.691	-3.000
sycta	rural_settlement	settlement	7.000	10.000	28.000	0	0.000	0	14.429	-3.000
syderos	rural_settlement	settlement	3.000	3.600	9.000	0	0.000	0	8.565	-3.000
syene	town	city	14.000	27.600	30.000	0	1.000	1	22.785	6.000
sykaminia	rural_settlement	settlement	1.000	1.800	28.000	0	0.000	0	7.314	-8.000
sylvana	rural_settlement	settlement	4.000	3.400	7.000	0	0.000	0	8.194	-3.000
sylvaria_prima	rural_settlement	settlement	4.000	3.400	3.000	0	0.000	0	7.914	-3.000
syme	rural_settlement	settlement	4.000	7.000	24.000	0	0.000	0	12.493	-3.000
synaos	rural_settlement	settlement	3.000	3.600	24.000	0	0.000	0	9.615	-3.000
synnada	town	city	9.000	13.800	29.000	3	0.000	0	19.067	1.000
synodion	rural_settlement	settlement	3.000	3.600	12.000	0	0.000	0	8.775	-3.000
syracusae	town	city	8.000	14.200	31.000	0	3.000	1	20.816	4.000
syrian_gates_0	rural_settlement	settlement	5.000	6.400	24.000	2	0.000	0	13.296	-3.000
syrorum	rural_settlement	settlement	5.000	6.800	9.000	0	0.000	0	11.311	-3.000
syros	rural_settlement	settlement	4.000	7.600	24.000	0	0.000	0	12.869	-3.000
sythachka	rural_settlement	settlement	1.000	0.800	0.000	0	0.000	0	3.056	-8.000
syti	rural_settlement	settlement	4.000	4.400	13.000	0	0.000	0	9.679	-3.000
syuta	rural_settlement	settlement	4.000	8.400	22.000	0	0.000	0	13.192	-3.000
syuthgrat	rural_settlement	settlement	2.000	2.600	0.000	0	0.000	0	6.661	-8.000
syutnich	rural_settlement	settlement	4.000	3.200	5.000	0	0.000	0	7.812	-3.000
ta_antiphilou	rural_settlement	settlement	5.000	5.200	3.000	0	1.000	1	11.445	-3.000
tab	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
tabai	rural_settlement	settlement	4.000	5.400	24.000	0	0.000	0	11.333	-3.000
tabai_persikai	rural_settlement	settlement	7.000	8.600	29.000	0	0.000	0	13.791	-3.000
tabalati	rural_settlement	settlement	3.000	3.600	15.000	0	0.000	0	8.985	-3.000
tabankuduk	rural_settlement	settlement	3.000	2.400	6.000	0	0.000	0	6.784	-8.000
tabaqah	rural_settlement	settlement	1.000	0.800	10.000	0	0.000	0	3.756	-8.000
tabarte	rural_settlement	settlement	12.000	15.800	31.000	3	0.000	0	18.366	-3.000
tabelbala	rural_settlement	settlement	4.000	3.200	5.000	0	0.000	0	7.812	-3.000
tabenesse	rural_settlement	settlement	4.000	5.000	31.000	0	0.000	0	11.487	-3.000
tabernae	rural_settlement	settlement	5.000	5.000	11.000	0	0.000	0	10.087	-3.000
tabira	rural_settlement	settlement	6.000	8.800	21.000	0	0.000	0	13.338	-3.000
tabiti	rural_settlement	settlement	2.000	1.600	5.000	0	0.000	0	5.319	-8.000
tablamum	rural_settlement	settlement	2.000	3.600	28.000	0	0.000	0	9.895	-3.000
tabot	rural_settlement	settlement	3.000	2.600	10.000	0	0.000	0	7.361	-8.000
tabria	rural_settlement	settlement	2.000	1.600	15.000	0	0.000	0	6.019	-8.000
tabudium	rural_settlement	settlement	4.000	5.400	3.000	0	0.000	0	9.863	-3.000
tabuinati	rural_settlement	settlement	3.000	2.600	10.000	0	0.000	0	7.361	-8.000
tacape	town	city	10.000	16.200	31.000	0	1.000	1	20.211	3.000
tachampso	rural_settlement	settlement	4.000	4.600	25.000	0	0.000	0	10.708	-3.000
tachok_dzong	rural_settlement	settlement	1.000	0.800	6.000	0	0.000	0	3.476	-8.000
taddart	rural_settlement	settlement	3.000	2.600	3.000	0	0.000	0	6.871	-8.000
tadu	rural_settlement	settlement	4.000	4.400	20.000	0	0.000	0	10.169	-3.000
taexali	rural_settlement	settlement	2.000	1.600	8.000	0	0.000	0	5.529	-8.000
taexalia_australis	rural_settlement	settlement	2.000	1.600	8.000	0	0.000	0	5.529	-8.000
taftan	rural_settlement	settlement	4.000	4.200	28.000	0	0.000	0	10.533	-3.000
taga	rural_settlement	settlement	10.000	17.000	18.000	0	0.000	0	16.290	-3.000
tagadur	rural_settlement	settlement	10.000	17.200	18.000	0	0.000	0	16.347	-3.000
tagara	rural_settlement	settlement	13.000	22.200	11.000	0	0.000	0	17.120	-3.000
tagaung	rural_settlement	settlement	9.000	8.600	9.000	0	0.000	0	12.391	-3.000
tageairike	rural_settlement	settlement	4.000	3.600	12.000	0	0.000	0	8.775	-3.000
tageru	rural_settlement	settlement	1.000	0.800	5.000	0	0.000	0	3.406	-8.000
taghit	rural_settlement	settlement	2.000	1.600	3.000	0	0.000	0	5.179	-8.000
tagili	rural_settlement	settlement	5.000	5.000	8.000	0	0.000	0	9.877	-3.000
tago	rural_settlement	settlement	3.000	2.400	8.000	0	0.000	0	6.924	-8.000
tagrifet	rural_settlement	settlement	3.000	2.600	10.000	0	0.000	0	7.361	-8.000
taharene	rural_settlement	settlement	4.000	4.600	18.000	0	0.000	0	10.218	-3.000
tahent	rural_settlement	settlement	4.000	4.400	0.000	0	0.000	0	8.769	-3.000
tahora	rural_settlement	settlement	4.000	7.000	19.000	0	0.000	0	12.143	-3.000
taidu	rural_settlement	settlement	3.000	3.600	31.000	2	0.000	0	11.314	-3.000
taif	rural_settlement	settlement	12.000	12.200	10.000	0	0.000	0	14.117	-3.000
taille	rural_settlement	settlement	3.000	2.400	13.000	0	0.000	0	7.274	-8.000
tainaron	rural_settlement	settlement	4.000	5.600	24.000	0	0.000	0	11.493	-3.000
taixalon_akron	rural_settlement	settlement	4.000	3.200	8.000	0	0.000	0	8.022	-3.000
tajhiri	rural_settlement	settlement	2.000	1.600	10.000	0	0.000	0	5.669	-8.000
takalamit	rural_settlement	settlement	1.000	0.800	5.000	0	0.000	0	3.406	-8.000
takht_i_bahi	rural_settlement	settlement	9.000	12.200	9.000	0	0.000	0	14.047	-3.000
taki	rural_settlement	settlement	13.000	20.200	28.000	0	0.000	0	17.841	-3.000
takina	rural_settlement	settlement	4.000	5.400	13.000	0	0.000	0	10.563	-3.000
taksaty	rural_settlement	settlement	3.000	2.400	0.000	0	0.000	0	6.364	-8.000
